combo;rang;type_main
[10 14 27 36 49];60;2
[10 14 36 40 49];60;2
[10 27 36 40 49];60;2
[ 1 14 23 36 49];60;2
[ 1 23 27 36 49];60;2
[ 1 23 36 40 49];60;2
[14 23 27 36 49];60;2
[14 23 36 40 49];60;2
[23 27 36 40 49];60;2
[ 1 10 14 36 49];60;2
[ 0 10 23 39 49];61;2
[ 0 10 23 26 49];61;2
[ 0 10 13 23 49];61;2
[10 23 26 36 39];61;2
[10 13 23 26 49];61;2
[10 13 23 26 36];61;2
[ 0 10 23 36 39];61;2
[ 0 10 23 26 36];61;2
[ 0 10 13 23 36];61;2
[10 13 23 36 39];61;2
[10 13 23 39 49];61;2
[23 26 36 39 49];61;2
[ 0 10 13 36 49];61;2
[13 23 36 39 49];61;2
[13 23 26 36 49];61;2
[ 0 23 36 39 49];61;2
[ 0 23 26 36 49];61;2
[ 0 13 23 36 49];61;2
[10 23 26 39 49];61;2
[10 13 36 39 49];61;2
[10 13 26 36 49];61;2
[ 0 10 36 39 49];61;2
[ 0 10 26 36 49];61;2
[10 26 36 39 49];61;2
[ 9 12 22 25 35];62;2
[ 9 12 22 35 38];62;2
[ 9 12 22 35 51];62;2
[ 9 22 25 35 38];62;2
[ 9 22 25 35 51];62;2
[ 9 22 35 38 51];62;2
[ 9 12 22 25 48];62;2
[ 9 12 22 38 48];62;2
[ 9 22 25 38 48];62;2
[ 9 22 25 48 51];62;2
[ 9 12 22 48 51];62;2
[22 35 38 48 51];62;2
[ 9 12 25 35 48];62;2
[22 25 35 48 51];62;2
[22 25 35 38 48];62;2
[12 22 35 48 51];62;2
[12 22 35 38 48];62;2
[ 9 22 38 48 51];62;2
[ 9 35 38 48 51];62;2
[ 9 25 35 48 51];62;2
[ 9 25 35 38 48];62;2
[ 9 12 35 48 51];62;2
[ 9 12 35 38 48];62;2
[12 22 25 35 48];62;2
[ 9 22 24 37 48];63;2
[ 9 11 22 48 50];63;2
[ 9 11 22 37 48];63;2
[ 9 11 22 24 48];63;2
[ 9 22 24 35 37];63;2
[ 9 22 24 35 50];63;2
[ 9 11 22 35 50];63;2
[ 9 11 22 35 37];63;2
[ 9 11 22 24 35];63;2
[ 9 22 35 37 50];63;2
[ 9 22 24 48 50];63;2
[ 9 22 37 48 50];63;2
[ 9 11 35 37 48];63;2
[22 35 37 48 50];63;2
[22 24 35 48 50];63;2
[22 24 35 37 48];63;2
[11 22 35 48 50];63;2
[11 22 35 37 48];63;2
[ 9 11 24 35 48];63;2
[ 9 35 37 48 50];63;2
[ 9 24 35 48 50];63;2
[ 9 24 35 37 48];63;2
[ 9 11 35 48 50];63;2
[11 22 24 35 48];63;2
[ 9 22 23 48 49];64;2
[ 9 10 22 35 36];64;2
[ 9 10 22 35 49];64;2
[ 9 22 23 35 36];64;2
[ 9 22 23 35 49];64;2
[ 9 22 35 36 49];64;2
[ 9 10 22 23 48];64;2
[ 9 10 22 36 48];64;2
[ 9 10 22 48 49];64;2
[ 9 22 23 36 48];64;2
[ 9 10 22 23 35];64;2
[ 9 22 36 48 49];64;2
[ 9 10 35 36 48];64;2
[ 9 10 35 48 49];64;2
[ 9 23 35 36 48];64;2
[ 9 23 35 48 49];64;2
[ 9 35 36 48 49];64;2
[10 22 23 35 48];64;2
[10 22 35 36 48];64;2
[10 22 35 48 49];64;2
[22 23 35 36 48];64;2
[22 23 35 48 49];64;2
[22 35 36 48 49];64;2
[ 9 10 23 35 48];64;2
[ 8  9 22 47 48];66;2
[ 8  9 22 34 48];66;2
[ 9 21 22 34 48];66;2
[ 8  9 21 22 48];66;2
[ 8  9 21 22 35];66;2
[ 9 21 22 35 47];66;2
[ 9 21 22 34 35];66;2
[ 8  9 22 35 47];66;2
[ 8  9 22 34 35];66;2
[ 9 22 34 35 47];66;2
[ 9 21 22 47 48];66;2
[ 9 21 35 47 48];66;2
[ 8  9 21 35 48];66;2
[ 9 22 34 47 48];66;2
[21 22 35 47 48];66;2
[21 22 34 35 48];66;2
[ 8 22 35 47 48];66;2
[ 8 22 34 35 48];66;2
[22 34 35 47 48];66;2
[ 9 34 35 47 48];66;2
[ 9 21 34 35 48];66;2
[ 8  9 35 47 48];66;2
[ 8  9 34 35 48];66;2
[ 8 21 22 35 48];66;2
[ 7  9 20 22 35];67;2
[ 7  9 22 33 35];67;2
[ 7  9 22 35 46];67;2
[ 9 20 22 33 35];67;2
[ 9 20 22 35 46];67;2
[ 9 22 33 35 46];67;2
[ 7  9 20 22 48];67;2
[ 7  9 22 33 48];67;2
[ 9 20 22 33 48];67;2
[ 9 20 22 46 48];67;2
[ 9 22 33 46 48];67;2
[ 7  9 22 46 48];67;2
[ 7  9 33 35 48];67;2
[ 7  9 20 35 48];67;2
[20 22 35 46 48];67;2
[20 22 33 35 48];67;2
[ 7 22 35 46 48];67;2
[ 7 22 33 35 48];67;2
[22 33 35 46 48];67;2
[ 9 33 35 46 48];67;2
[ 9 20 35 46 48];67;2
[ 9 20 33 35 48];67;2
[ 7  9 35 46 48];67;2
[ 7 20 22 35 48];67;2
[ 9 19 22 32 48];68;2
[ 6  9 19 22 35];68;2
[ 6  9 22 32 35];68;2
[ 6  9 22 35 45];68;2
[ 9 19 22 32 35];68;2
[ 9 19 22 35 45];68;2
[ 9 22 32 35 45];68;2
[ 6  9 19 22 48];68;2
[ 6  9 22 32 48];68;2
[ 6  9 22 45 48];68;2
[ 9 19 22 45 48];68;2
[ 6 22 35 45 48];68;2
[ 6  9 19 35 48];68;2
[ 9 22 32 45 48];68;2
[19 22 35 45 48];68;2
[19 22 32 35 48];68;2
[ 6 22 32 35 48];68;2
[ 6 19 22 35 48];68;2
[22 32 35 45 48];68;2
[ 9 19 35 45 48];68;2
[ 9 19 32 35 48];68;2
[ 6  9 35 45 48];68;2
[ 6  9 32 35 48];68;2
[ 9 32 35 45 48];68;2
[ 9 18 22 31 48];69;2
[ 5  9 18 22 35];69;2
[ 5  9 22 31 35];69;2
[ 5  9 22 35 44];69;2
[ 9 18 22 31 35];69;2
[ 9 18 22 35 44];69;2
[ 9 22 31 35 44];69;2
[ 5  9 18 22 48];69;2
[ 5  9 22 31 48];69;2
[ 5  9 22 44 48];69;2
[ 9 18 22 44 48];69;2
[ 5 22 35 44 48];69;2
[ 5  9 18 35 48];69;2
[18 22 35 44 48];69;2
[18 22 31 35 48];69;2
[22 31 35 44 48];69;2
[ 5 22 31 35 48];69;2
[ 5 18 22 35 48];69;2
[ 9 22 31 44 48];69;2
[ 9 18 35 44 48];69;2
[ 9 18 31 35 48];69;2
[ 5  9 35 44 48];69;2
[ 5  9 31 35 48];69;2
[ 9 31 35 44 48];69;2
[ 9 17 22 43 48];70;2
[ 4  9 22 30 35];70;2
[ 4  9 22 35 43];70;2
[ 9 17 22 30 35];70;2
[ 9 17 22 35 43];70;2
[ 9 22 30 35 43];70;2
[ 4  9 17 22 48];70;2
[ 4  9 22 30 48];70;2
[ 4  9 22 43 48];70;2
[ 9 17 22 30 48];70;2
[ 4  9 17 22 35];70;2
[ 9 22 30 43 48];70;2
[ 4  9 30 35 48];70;2
[ 4  9 35 43 48];70;2
[ 9 17 30 35 48];70;2
[ 9 17 35 43 48];70;2
[ 9 30 35 43 48];70;2
[ 4 17 22 35 48];70;2
[ 4 22 30 35 48];70;2
[ 4 22 35 43 48];70;2
[17 22 30 35 48];70;2
[17 22 35 43 48];70;2
[22 30 35 43 48];70;2
[ 4  9 17 35 48];70;2
[ 9 16 22 29 48];71;2
[ 3  9 22 29 48];71;2
[ 3  9 16 22 48];71;2
[ 9 22 29 35 42];71;2
[ 9 16 22 42 48];71;2
[ 9 16 22 29 35];71;2
[ 3  9 22 35 42];71;2
[ 3  9 22 29 35];71;2
[ 3  9 16 22 35];71;2
[ 9 16 22 35 42];71;2
[ 9 22 29 42 48];71;2
[ 3  9 22 42 48];71;2
[ 3  9 29 35 48];71;2
[16 22 35 42 48];71;2
[16 22 29 35 48];71;2
[ 3 22 35 42 48];71;2
[ 3 22 29 35 48];71;2
[ 3 16 22 35 48];71;2
[ 3  9 16 35 48];71;2
[ 9 16 35 42 48];71;2
[ 9 16 29 35 48];71;2
[22 29 35 42 48];71;2
[ 3  9 35 42 48];71;2
[ 9 29 35 42 48];71;2
[ 9 15 22 28 48];72;2
[ 2  9 15 22 35];72;2
[ 2  9 22 28 35];72;2
[ 2  9 22 35 41];72;2
[ 9 15 22 28 35];72;2
[ 9 15 22 35 41];72;2
[ 9 22 28 35 41];72;2
[ 2  9 15 22 48];72;2
[ 2  9 22 28 48];72;2
[ 2  9 22 41 48];72;2
[ 9 15 22 41 48];72;2
[ 9 22 28 41 48];72;2
[ 2  9 15 35 48];72;2
[15 22 35 41 48];72;2
[15 22 28 35 48];72;2
[ 2 22 35 41 48];72;2
[ 2 22 28 35 48];72;2
[ 2 15 22 35 48];72;2
[22 28 35 41 48];72;2
[ 9 15 35 41 48];72;2
[ 9 15 28 35 48];72;2
[ 2  9 35 41 48];72;2
[ 2  9 28 35 48];72;2
[ 9 28 35 41 48];72;2
[ 9 14 22 27 48];73;2
[ 1  9 14 22 35];73;2
[ 1  9 22 27 35];73;2
[ 1  9 22 35 40];73;2
[ 9 14 22 27 35];73;2
[ 9 14 22 35 40];73;2
[ 9 22 27 35 40];73;2
[ 1  9 14 22 48];73;2
[ 1  9 22 27 48];73;2
[ 1  9 22 40 48];73;2
[ 9 14 22 40 48];73;2
[22 27 35 40 48];73;2
[ 1  9 14 35 48];73;2
[ 1  9 27 35 48];73;2
[ 1  9 35 40 48];73;2
[ 9 14 27 35 48];73;2
[ 9 14 35 40 48];73;2
[ 9 27 35 40 48];73;2
[ 1 14 22 35 48];73;2
[ 1 22 27 35 48];73;2
[ 1 22 35 40 48];73;2
[14 22 27 35 48];73;2
[14 22 35 40 48];73;2
[ 9 22 27 40 48];73;2
[ 0  9 22 39 48];74;2
[ 0  9 22 26 48];74;2
[ 0  9 13 22 48];74;2
[ 9 22 26 35 39];74;2
[ 9 13 22 26 48];74;2
[ 9 13 22 26 35];74;2
[ 0  9 22 35 39];74;2
[ 0  9 22 26 35];74;2
[ 0  9 13 22 35];74;2
[ 9 13 22 35 39];74;2
[ 9 13 22 39 48];74;2
[22 26 35 39 48];74;2
[ 0  9 13 35 48];74;2
[13 22 35 39 48];74;2
[13 22 26 35 48];74;2
[ 0 22 35 39 48];74;2
[ 0 22 26 35 48];74;2
[ 0 13 22 35 48];74;2
[ 9 22 26 39 48];74;2
[ 9 13 35 39 48];74;2
[ 9 13 26 35 48];74;2
[ 0  9 35 39 48];74;2
[ 0  9 26 35 48];74;2
[ 9 26 35 39 48];74;2
[ 8 21 25 47 51];75;2
[ 8 12 21 34 38];75;2
[ 8 12 21 34 51];75;2
[ 8 21 25 34 38];75;2
[ 8 21 25 34 51];75;2
[ 8 21 34 38 51];75;2
[ 8 12 21 25 47];75;2
[ 8 12 21 38 47];75;2
[ 8 12 21 47 51];75;2
[ 8 21 25 38 47];75;2
[ 8 12 21 25 34];75;2
[ 8 21 38 47 51];75;2
[ 8 12 34 38 47];75;2
[ 8 12 34 47 51];75;2
[ 8 25 34 38 47];75;2
[ 8 25 34 47 51];75;2
[ 8 34 38 47 51];75;2
[12 21 25 34 47];75;2
[12 21 34 38 47];75;2
[12 21 34 47 51];75;2
[21 25 34 38 47];75;2
[21 25 34 47 51];75;2
[21 34 38 47 51];75;2
[ 8 12 25 34 47];75;2
[ 8 11 21 47 50];76;2
[ 8 11 21 37 47];76;2
[ 8 11 21 24 47];76;2
[ 8 21 34 37 50];76;2
[ 8 21 24 37 47];76;2
[ 8 21 24 34 37];76;2
[ 8 11 21 34 50];76;2
[ 8 11 21 34 37];76;2
[ 8 11 21 24 34];76;2
[ 8 21 24 34 50];76;2
[ 8 21 24 47 50];76;2
[11 21 34 47 50];76;2
[ 8 11 24 34 47];76;2
[21 24 34 47 50];76;2
[21 24 34 37 47];76;2
[21 34 37 47 50];76;2
[11 21 34 37 47];76;2
[11 21 24 34 47];76;2
[ 8 21 37 47 50];76;2
[ 8 24 34 47 50];76;2
[ 8 24 34 37 47];76;2
[ 8 11 34 47 50];76;2
[ 8 11 34 37 47];76;2
[ 8 34 37 47 50];76;2
[ 8 21 23 36 47];77;2
[ 8 10 21 23 34];77;2
[ 8 10 21 34 36];77;2
[ 8 10 21 34 49];77;2
[ 8 21 23 34 36];77;2
[ 8 21 23 34 49];77;2
[ 8 21 34 36 49];77;2
[ 8 10 21 23 47];77;2
[ 8 10 21 36 47];77;2
[ 8 10 21 47 49];77;2
[ 8 21 23 47 49];77;2
[ 8 21 36 47 49];77;2
[ 8 10 23 34 47];77;2
[21 23 34 47 49];77;2
[21 23 34 36 47];77;2
[10 21 34 47 49];77;2
[10 21 34 36 47];77;2
[10 21 23 34 47];77;2
[21 34 36 47 49];77;2
[ 8 23 34 47 49];77;2
[ 8 23 34 36 47];77;2
[ 8 10 34 47 49];77;2
[ 8 10 34 36 47];77;2
[ 8 34 36 47 49];77;2
[ 8 21 22 35 47];78;2
[ 8  9 21 22 34];78;2
[ 8  9 21 34 35];78;2
[ 8  9 21 34 48];78;2
[ 8 21 22 34 35];78;2
[ 8 21 22 34 48];78;2
[ 8 21 34 35 48];78;2
[ 8  9 21 22 47];78;2
[ 8  9 21 35 47];78;2
[ 8  9 21 47 48];78;2
[ 8 21 22 47 48];78;2
[ 8 21 35 47 48];78;2
[ 8  9 22 34 47];78;2
[21 22 34 47 48];78;2
[21 22 34 35 47];78;2
[ 9 21 34 47 48];78;2
[ 9 21 34 35 47];78;2
[ 9 21 22 34 47];78;2
[21 34 35 47 48];78;2
[ 8 22 34 47 48];78;2
[ 8 22 34 35 47];78;2
[ 8  9 34 47 48];78;2
[ 8  9 34 35 47];78;2
[ 8 34 35 47 48];78;2
[ 8 20 21 33 47];80;2
[ 7  8 20 21 34];80;2
[ 7  8 21 33 34];80;2
[ 7  8 21 34 46];80;2
[ 8 20 21 33 34];80;2
[ 8 20 21 34 46];80;2
[ 8 21 33 34 46];80;2
[ 7  8 20 21 47];80;2
[ 7  8 21 33 47];80;2
[ 7  8 21 46 47];80;2
[ 8 20 21 46 47];80;2
[ 8 21 33 46 47];80;2
[ 7  8 20 34 47];80;2
[20 21 34 46 47];80;2
[20 21 33 34 47];80;2
[ 7 21 34 46 47];80;2
[ 7 21 33 34 47];80;2
[ 7 20 21 34 47];80;2
[21 33 34 46 47];80;2
[ 8 20 34 46 47];80;2
[ 8 20 33 34 47];80;2
[ 7  8 34 46 47];80;2
[ 7  8 33 34 47];80;2
[ 8 33 34 46 47];80;2
[ 8 19 21 45 47];81;2
[ 6  8 21 32 34];81;2
[ 6  8 21 34 45];81;2
[ 8 19 21 32 34];81;2
[ 8 19 21 34 45];81;2
[ 8 21 32 34 45];81;2
[ 6  8 19 21 47];81;2
[ 6  8 21 32 47];81;2
[ 6  8 21 45 47];81;2
[ 8 19 21 32 47];81;2
[ 8 21 32 45 47];81;2
[ 6  8 19 21 34];81;2
[ 6  8 32 34 47];81;2
[21 32 34 45 47];81;2
[19 21 34 45 47];81;2
[19 21 32 34 47];81;2
[ 6 21 34 45 47];81;2
[ 6 21 32 34 47];81;2
[ 6  8 19 34 47];81;2
[ 8 32 34 45 47];81;2
[ 8 19 34 45 47];81;2
[ 8 19 32 34 47];81;2
[ 6  8 34 45 47];81;2
[ 6 19 21 34 47];81;2
[ 8 18 21 31 47];82;2
[ 5  8 18 21 34];82;2
[ 5  8 21 31 34];82;2
[ 5  8 21 34 44];82;2
[ 8 18 21 31 34];82;2
[ 8 18 21 34 44];82;2
[ 8 21 31 34 44];82;2
[ 5  8 18 21 47];82;2
[ 5  8 21 31 47];82;2
[ 5  8 21 44 47];82;2
[ 8 18 21 44 47];82;2
[ 8 21 31 44 47];82;2
[ 5  8 18 34 47];82;2
[18 21 34 44 47];82;2
[18 21 31 34 47];82;2
[ 5 21 34 44 47];82;2
[ 5 21 31 34 47];82;2
[ 5 18 21 34 47];82;2
[21 31 34 44 47];82;2
[ 8 18 34 44 47];82;2
[ 8 18 31 34 47];82;2
[ 5  8 34 44 47];82;2
[ 5  8 31 34 47];82;2
[ 8 31 34 44 47];82;2
[ 8 17 21 43 47];83;2
[ 4  8 21 30 34];83;2
[ 4  8 21 34 43];83;2
[ 8 17 21 30 34];83;2
[ 8 17 21 34 43];83;2
[ 8 21 30 34 43];83;2
[ 4  8 17 21 47];83;2
[ 4  8 21 30 47];83;2
[ 4  8 21 43 47];83;2
[ 8 17 21 30 47];83;2
[ 8 21 30 43 47];83;2
[ 4  8 17 21 34];83;2
[ 4  8 30 34 47];83;2
[21 30 34 43 47];83;2
[17 21 34 43 47];83;2
[17 21 30 34 47];83;2
[ 4 21 34 43 47];83;2
[ 4 21 30 34 47];83;2
[ 4  8 17 34 47];83;2
[ 8 30 34 43 47];83;2
[ 8 17 34 43 47];83;2
[ 8 17 30 34 47];83;2
[ 4  8 34 43 47];83;2
[ 4 17 21 34 47];83;2
[ 8 16 21 42 47];84;2
[ 3  8 21 29 34];84;2
[ 3  8 21 34 42];84;2
[ 8 16 21 29 34];84;2
[ 8 16 21 34 42];84;2
[ 8 21 29 34 42];84;2
[ 3  8 16 21 47];84;2
[ 3  8 21 29 47];84;2
[ 3  8 21 42 47];84;2
[ 8 16 21 29 47];84;2
[ 8 21 29 42 47];84;2
[ 3  8 16 21 34];84;2
[ 3  8 29 34 47];84;2
[21 29 34 42 47];84;2
[16 21 34 42 47];84;2
[16 21 29 34 47];84;2
[ 3 21 34 42 47];84;2
[ 3 21 29 34 47];84;2
[ 3  8 16 34 47];84;2
[ 8 29 34 42 47];84;2
[ 8 16 34 42 47];84;2
[ 8 16 29 34 47];84;2
[ 3  8 34 42 47];84;2
[ 3 16 21 34 47];84;2
[ 8 15 21 41 47];85;2
[ 2  8 21 28 34];85;2
[ 2  8 21 34 41];85;2
[ 8 15 21 28 34];85;2
[ 8 15 21 34 41];85;2
[ 8 21 28 34 41];85;2
[ 2  8 15 21 47];85;2
[ 2  8 21 28 47];85;2
[ 2  8 21 41 47];85;2
[ 8 15 21 28 47];85;2
[ 2  8 15 21 34];85;2
[ 2  8 15 34 47];85;2
[ 2  8 28 34 47];85;2
[ 8 21 28 41 47];85;2
[15 21 34 41 47];85;2
[15 21 28 34 47];85;2
[ 2 21 34 41 47];85;2
[ 2 21 28 34 47];85;2
[21 28 34 41 47];85;2
[ 8 28 34 41 47];85;2
[ 8 15 34 41 47];85;2
[ 8 15 28 34 47];85;2
[ 2  8 34 41 47];85;2
[ 2 15 21 34 47];85;2
[ 8 14 21 40 47];86;2
[ 1  8 21 34 40];86;2
[ 8 14 21 27 34];86;2
[ 8 14 21 34 40];86;2
[ 1  8 14 21 34];86;2
[ 1  8 14 21 47];86;2
[ 1  8 21 27 47];86;2
[ 1  8 21 40 47];86;2
[ 8 14 21 27 47];86;2
[ 8 21 27 40 47];86;2
[ 1  8 21 27 34];86;2
[ 1  8 27 34 47];86;2
[ 1  8 14 34 47];86;2
[21 27 34 40 47];86;2
[14 21 34 40 47];86;2
[14 21 27 34 47];86;2
[ 1 21 34 40 47];86;2
[ 8 21 27 34 40];86;2
[ 1 14 21 34 47];86;2
[ 8 27 34 40 47];86;2
[ 8 14 34 40 47];86;2
[ 8 14 27 34 47];86;2
[ 1 21 27 34 47];86;2
[ 1  8 34 40 47];86;2
[ 8 13 21 26 47];87;2
[ 0  8 21 26 47];87;2
[ 0  8 13 21 47];87;2
[ 8 21 26 34 39];87;2
[ 0  8 21 34 39];87;2
[ 8 13 21 26 34];87;2
[ 8 13 21 39 47];87;2
[ 0  8 21 26 34];87;2
[ 0  8 13 21 34];87;2
[ 8 13 21 34 39];87;2
[ 8 21 26 39 47];87;2
[ 0  8 21 39 47];87;2
[ 0  8 26 34 47];87;2
[ 0  8 13 34 47];87;2
[13 21 34 39 47];87;2
[13 21 26 34 47];87;2
[ 0 21 34 39 47];87;2
[ 0 21 26 34 47];87;2
[21 26 34 39 47];87;2
[ 8 26 34 39 47];87;2
[ 8 13 34 39 47];87;2
[ 8 13 26 34 47];87;2
[ 0  8 34 39 47];87;2
[ 0 13 21 34 47];87;2
[ 7 20 25 38 46];88;2
[ 7 12 20 25 33];88;2
[ 7 12 20 33 38];88;2
[ 7 12 20 33 51];88;2
[ 7 20 25 33 38];88;2
[ 7 20 25 33 51];88;2
[ 7 20 33 38 51];88;2
[ 7 12 20 25 46];88;2
[ 7 12 20 38 46];88;2
[ 7 12 20 46 51];88;2
[ 7 20 25 46 51];88;2
[12 20 33 46 51];88;2
[ 7 12 25 33 46];88;2
[ 7 20 38 46 51];88;2
[20 25 33 46 51];88;2
[20 25 33 38 46];88;2
[12 20 33 38 46];88;2
[12 20 25 33 46];88;2
[20 33 38 46 51];88;2
[ 7 25 33 46 51];88;2
[ 7 25 33 38 46];88;2
[ 7 12 33 46 51];88;2
[ 7 12 33 38 46];88;2
[ 7 33 38 46 51];88;2
[ 7 20 24 37 46];89;2
[ 7 11 20 24 33];89;2
[ 7 11 20 33 37];89;2
[ 7 11 20 33 50];89;2
[ 7 20 24 33 37];89;2
[ 7 20 24 33 50];89;2
[ 7 20 33 37 50];89;2
[ 7 11 20 24 46];89;2
[ 7 11 20 37 46];89;2
[ 7 11 20 46 50];89;2
[ 7 20 24 46 50];89;2
[11 20 33 46 50];89;2
[ 7 11 24 33 46];89;2
[20 24 33 46 50];89;2
[20 24 33 37 46];89;2
[20 33 37 46 50];89;2
[11 20 33 37 46];89;2
[11 20 24 33 46];89;2
[ 7 20 37 46 50];89;2
[ 7 24 33 46 50];89;2
[ 7 24 33 37 46];89;2
[ 7 11 33 46 50];89;2
[ 7 11 33 37 46];89;2
[ 7 33 37 46 50];89;2
[ 7 20 23 46 49];90;2
[ 7 10 20 33 36];90;2
[ 7 10 20 33 49];90;2
[ 7 20 23 33 36];90;2
[ 7 20 23 33 49];90;2
[ 7 20 33 36 49];90;2
[ 7 10 20 23 46];90;2
[ 7 10 20 36 46];90;2
[ 7 10 20 46 49];90;2
[ 7 20 23 36 46];90;2
[ 7 10 20 23 33];90;2
[ 7 20 36 46 49];90;2
[ 7 10 33 36 46];90;2
[ 7 10 33 46 49];90;2
[ 7 23 33 36 46];90;2
[ 7 23 33 46 49];90;2
[ 7 33 36 46 49];90;2
[10 20 23 33 46];90;2
[10 20 33 36 46];90;2
[10 20 33 46 49];90;2
[20 23 33 36 46];90;2
[20 23 33 46 49];90;2
[20 33 36 46 49];90;2
[ 7 10 23 33 46];90;2
[ 7 20 22 35 46];91;2
[ 7  9 20 35 46];91;2
[ 7  9 20 22 46];91;2
[ 7 20 33 35 48];91;2
[ 7 20 22 46 48];91;2
[ 7 20 22 33 35];91;2
[ 7  9 20 33 48];91;2
[ 7  9 20 33 35];91;2
[ 7  9 20 22 33];91;2
[ 7 20 22 33 48];91;2
[ 7 20 35 46 48];91;2
[ 7  9 20 46 48];91;2
[ 7  9 33 35 46];91;2
[20 22 33 46 48];91;2
[20 22 33 35 46];91;2
[ 9 20 33 46 48];91;2
[ 9 20 33 35 46];91;2
[ 9 20 22 33 46];91;2
[ 7  9 22 33 46];91;2
[ 7 22 33 46 48];91;2
[ 7 22 33 35 46];91;2
[20 33 35 46 48];91;2
[ 7  9 33 46 48];91;2
[ 7 33 35 46 48];91;2
[ 7 20 21 34 46];92;2
[ 7  8 20 21 33];92;2
[ 7  8 20 33 34];92;2
[ 7  8 20 33 47];92;2
[ 7 20 21 33 34];92;2
[ 7 20 21 33 47];92;2
[ 7 20 33 34 47];92;2
[ 7  8 20 21 46];92;2
[ 7  8 20 34 46];92;2
[ 7  8 20 46 47];92;2
[ 7 20 21 46 47];92;2
[ 7 20 34 46 47];92;2
[ 7  8 21 33 46];92;2
[20 21 33 46 47];92;2
[20 21 33 34 46];92;2
[ 8 20 33 46 47];92;2
[ 8 20 33 34 46];92;2
[ 8 20 21 33 46];92;2
[20 33 34 46 47];92;2
[ 7 21 33 46 47];92;2
[ 7 21 33 34 46];92;2
[ 7  8 33 46 47];92;2
[ 7  8 33 34 46];92;2
[ 7 33 34 46 47];92;2
[ 7 19 20 32 46];94;2
[ 6  7 19 20 33];94;2
[ 6  7 20 32 33];94;2
[ 6  7 20 33 45];94;2
[ 7 19 20 32 33];94;2
[ 7 19 20 33 45];94;2
[ 7 20 32 33 45];94;2
[ 6  7 19 20 46];94;2
[ 6  7 20 32 46];94;2
[ 6  7 20 45 46];94;2
[ 7 19 20 45 46];94;2
[20 32 33 45 46];94;2
[ 6  7 19 33 46];94;2
[ 6  7 32 33 46];94;2
[ 6  7 33 45 46];94;2
[ 7 19 32 33 46];94;2
[ 7 19 33 45 46];94;2
[ 7 32 33 45 46];94;2
[ 6 19 20 33 46];94;2
[ 6 20 32 33 46];94;2
[ 6 20 33 45 46];94;2
[19 20 32 33 46];94;2
[19 20 33 45 46];94;2
[ 7 20 32 45 46];94;2
[ 5  7 20 44 46];95;2
[ 5  7 20 31 46];95;2
[ 5  7 18 20 46];95;2
[ 7 20 31 33 44];95;2
[ 7 18 20 31 46];95;2
[ 7 18 20 31 33];95;2
[ 5  7 20 33 44];95;2
[ 5  7 20 31 33];95;2
[ 5  7 18 20 33];95;2
[ 7 18 20 33 44];95;2
[ 7 18 20 44 46];95;2
[20 31 33 44 46];95;2
[ 5  7 18 33 46];95;2
[18 20 33 44 46];95;2
[18 20 31 33 46];95;2
[ 5 20 33 44 46];95;2
[ 5 20 31 33 46];95;2
[ 5 18 20 33 46];95;2
[ 7 20 31 44 46];95;2
[ 7 18 33 44 46];95;2
[ 7 18 31 33 46];95;2
[ 5  7 33 44 46];95;2
[ 5  7 31 33 46];95;2
[ 7 31 33 44 46];95;2
[ 7 17 20 43 46];96;2
[ 4  7 20 30 33];96;2
[ 4  7 20 33 43];96;2
[ 7 17 20 30 33];96;2
[ 7 17 20 33 43];96;2
[ 7 20 30 33 43];96;2
[ 4  7 17 20 46];96;2
[ 4  7 20 30 46];96;2
[ 4  7 20 43 46];96;2
[ 7 17 20 30 46];96;2
[ 4  7 17 20 33];96;2
[ 7 20 30 43 46];96;2
[ 4  7 30 33 46];96;2
[ 4  7 33 43 46];96;2
[ 7 17 30 33 46];96;2
[ 7 17 33 43 46];96;2
[ 7 30 33 43 46];96;2
[ 4 17 20 33 46];96;2
[ 4 20 30 33 46];96;2
[ 4 20 33 43 46];96;2
[17 20 30 33 46];96;2
[17 20 33 43 46];96;2
[20 30 33 43 46];96;2
[ 4  7 17 33 46];96;2
[ 3  7 16 20 33];97;2
[ 3  7 20 42 46];97;2
[ 3  7 20 29 46];97;2
[ 7 16 20 29 46];97;2
[ 3  7 20 29 33];97;2
[ 7 20 29 33 42];97;2
[ 7 16 20 33 42];97;2
[ 7 16 20 29 33];97;2
[ 3  7 20 33 42];97;2
[ 3  7 16 20 46];97;2
[ 7 16 20 42 46];97;2
[ 3  7 33 42 46];97;2
[ 3  7 16 33 46];97;2
[ 7 20 29 42 46];97;2
[20 29 33 42 46];97;2
[16 20 33 42 46];97;2
[16 20 29 33 46];97;2
[ 3 20 33 42 46];97;2
[ 7 29 33 42 46];97;2
[ 3 16 20 33 46];97;2
[ 7 16 33 42 46];97;2
[ 7 16 29 33 46];97;2
[ 3  7 29 33 46];97;2
[ 3 20 29 33 46];97;2
[ 2  7 15 20 33];98;2
[ 2  7 20 28 33];98;2
[ 2  7 20 33 41];98;2
[ 7 15 20 28 33];98;2
[ 7 15 20 33 41];98;2
[ 7 20 28 33 41];98;2
[ 2  7 15 20 46];98;2
[ 2  7 20 28 46];98;2
[ 7 15 20 28 46];98;2
[ 7 15 20 41 46];98;2
[ 7 20 28 41 46];98;2
[ 2  7 20 41 46];98;2
[ 2  7 28 33 46];98;2
